doc_id	excl_mrk_num	ques_mrk_num	poin_mrk_num	ellp_mrk_num
15041	0	0	1489	0
15042	10	37	759	1
15043	5	6	13	0
15044	7	6	198	0
15045	9	5	227	38
15046	5388	1164	941	59
15047	191	90	879	4
15048	19	18	70	11
15049	1	6	2	0
15050	0	0	28	0
15051	0	1	33	0
15052	1	0	26	1
15053	19	31	251	25
15054	99	75	1518	83
15055	8	17	121	9
15056	1	4	44	0
15057	0	23	234	0
15058	0	14	46	5
15059	28	14	69	0
15060	0	2	73	0
15061	94	69	1984	39
15062	4	3	43	0
15063	204	221	1631	132
15064	1	0	16	0
15065	0	7	357	7
15066	3	5	130	1
15067	39	77	341	21
15068	4	0	249	22
15069	253	559	1830	0
15070	12	26	1	0
15071	1	0	99	1
15072	4	1	297	0
15073	17	89	1498	186
15074	1	8	224	0
15075	1	0	33	1
15076	4	2	95	1
15077	1	6	16	2
15078	3	0	83	0
15079	78	80	1391	5
15080	0	0	40	0
15081	40	46	180	0
15082	842	652	2500	2
15083	2	1	245	0
15084	106	105	1966	5
15085	49	36	483	29
15086	39	81	397	26
15087	2	5	47	0
15088	4	9	92	0
15089	7	0	114	0
15090	370	33	583	0
15091	1	0	50	0
15092	12	15	97	7
15093	7	4	22	0
15094	31	26	157	10
15095	1	14	53	0
15096	1	0	72	0
15097	0	0	60	0
15098	9	10	98	5
15099	0	0	83	0
15100	40	42	317	30
15101	32	33	270	2
15102	2	50	978	1
15103	4	2	109	1
15104	4	28	411	6
15105	5	2	4	1
15106	0	1	103	0
15107	0	23	193	5
15108	1	12	47	0
15109	0	3	24	0
15110	0	2	25	0
15111	1	1	46	0
15112	0	12	1365	0
15113	2	5	74	0
15114	1	0	9	0
15115	15	11	147	9
15116	10	2	141	3
15117	6	5	120	2
15118	350	272	1966	173
15119	2	8	35	0
15120	22	25	208	20
15121	1	0	19	0
15122	0	4	196	4
15123	1	2	83	0
15124	2	6	98	0
15125	1	5	32	0
15126	1	3	99	0
15127	97	41	292	2
15128	9	7	1819	152
15129	238	468	3328	29
15130	504	478	3878	132
15131	1	2	29	0
15132	9	9	1925	0
15133	1	6	81	0
15134	203	144	3955	45
15135	13	3	128	9
15136	0	6	3423	138
15137	7	62	533	6
15138	19	12	310	1
15139	5	0	31	1
15140	60	33	138	3
15141	5	0	27	0
15142	40	65	761	58
15143	1	3	120	0
15144	0	0	250	0
15145	2	6	35	0
15146	9	17	69	7
15147	18	4	34	5
15148	45	47	1086	12
15149	64	20	209	3
15150	0	1	41	3
15151	913	556	4156	342
15152	18	29	92	4
15153	15	19	224	2
15154	0	1	28	0
15155	0	6	89	7
15156	7	1	192	1
15157	3	0	23	0
15158	173	667	4920	380
15159	13	31	102	5
15160	938	270	2265	820
15161	0	12	25	1
15162	17	6	64	4
15163	81	53	727	146
15164	32	54	400	20
15165	631	223	1254	176
15166	4	7	119	1
15167	2	8	35	1
15168	1	3	41	7
15169	25	194	1757	43
15170	0	2	180	0
15171	0	3	10	2
15172	7	9	113	8
15173	0	1	409	0
15174	1	7	66	20
15175	0	0	0	0
15176	11	9	89	2
15177	35	18	391	1
15178	130	467	9522	434
15179	4	2	12	1
15180	0	5	17	3
15181	2	2	49	6
15182	0	4	767	5
15183	26	5	95	3
15184	33	45	164	6
15185	0	0	4	0
15186	1	0	28	0
15187	11	26	198	0
15188	6	2	45	1
15189	1	0	43	0
15190	2	0	21	2
15191	1	3	107	5
15192	2	4	136	1
15193	0	0	35	0
15194	7	8	448	11
15195	6	3	69	0
15196	2	13	134	0
15197	11	16	182	3
15198	1105	3612	52508	1
15199	0	1	96	1
15200	2	2	35	5
15201	2	18	4	1
15202	37	138	971	81
15203	0	2	25	0
15204	2	15	58	6
15205	0	4	4972	0
15206	0	1	36	0
15207	0	6	66	0
15208	9	2	145	1
15209	0	0	605	0
15210	22	17	89	31
15211	1	1	116	0
15212	8	18	171	4
15213	8	7	80	5
15214	2	11	58	3
15215	0	3	89	3
15216	9	131	2185	20
15217	2	2	2156	0
15218	229	57	536	73
15219	10	10	117	11
15220	56	21	257	23
15221	0	60	652	0
15222	15	5	132	13
15223	2	5	74	0
15224	20	28	70	13
15225	5	57	436	3
15226	7	5	18	2
15227	23	6	34	2
15228	1	9	68	21
15229	4	6	407	0
15230	26	22	109	14
15231	2	4	84	2
15232	14	22	179	0
15233	2	0	75	0
15234	14	14	89	6
15235	5	11	46	1
15236	0	3	14	1
15237	0	2	26	0
15238	1	0	104	0
15239	15	1	14	0
15240	4	5	149	4
15241	15	53	351	2
15242	3	3	94	1
15243	215	329	694	1
15244	608	411	4039	0
15245	3	2	12	2
15246	1	4	91	1
15247	160	288	1540	117
15248	23	28	231	8
15249	1	0	72	19
15250	2	12	108	0
15251	71	10	436	40
15252	6	0	27	0
15253	1	6	7	2
15254	3	9	61	3
15255	16	5	105	11
15256	26	447	6880	1
15257	1	48	154	5
15258	0	3	30	0
15259	1	12	328	0
15260	1	0	102	2
15261	2	18	10	1
15262	3	7	80	0
15263	0	0	30	0
15264	0	16	160	9
15265	2	18	20	1
15266	3	6	86	0
15267	16	10	22	8
15268	462	264	2989	468
15269	13	15	274	2
15270	2	12	55	0
15271	42	68	2677	15
15272	10	3	98	2
15273	233	489	2876	119
15274	0	1	16	1
15275	4	2	141	0
15276	332	477	2828	326
15277	26	45	83	17
15278	2	0	21	0
15279	26	17	276	15
15280	7	5	32	3
15281	2	11	66	0
15282	5	14	115	0
15283	9	5	62	20
15284	1	0	472	1
15285	8	8	238	1
15286	0	6	57	0
15287	5	1	8	1
15288	43	40	2950	8
15289	5	18	43	2
15290	4	0	16	0
15291	1	0	83	0
15292	13	3	71	8
15293	4	10	148	0
15294	2	14	6	1
15295	4	24	69	0
15296	79	92	1442	4
15297	0	0	1979	4
15298	12	41	777	0
15299	23	85	784	177
15300	6	0	7	0
15301	1	5	43	0
15302	8	8	299	0
15303	18	92	65	0
15304	1	0	53	1
15305	25	65	1348	45
15306	0	0	330	0
15307	90	284	837	253
15308	13	7	81	4
15309	0	4	59	0
15310	35	11	226	1
15311	48	185	214	3
15312	1	4	78	13
15313	13	1	182	1
15314	3	13	55	10
15315	67	119	1808	1
15316	0	20	106	2
15317	25	2	18	1
15318	174	94	1088	5
15319	78	172	1010	143
15320	5	13	84	7
15321	3	13	467	0
15322	6	5	89	1
15323	43	11	675	3
15324	0	3	145	1
15325	3	5	19	1
15326	6	0	115	4
15327	43	8	76	9
15328	2	8	81	1
15329	0	15	76	2
15330	2	2	49	2
15331	7	2	60	0
15332	5	12	68	20
15333	18	4	103	4
15334	3	4	134	1
15335	16	19	143	6
15336	12	21	55	2
15337	8	18	92	5
15338	0	14	44	1
15339	5	6	88	3
15340	381	203	1165	81
15341	0	0	8	0
15342	12	15	30	7
15343	2	0	32	0
15344	51	182	1021	77
15345	2	4	49	0
15346	18	13	82	1
15347	33	45	164	6
15348	8	4	46	1
15349	0	0	69	0
15350	186	290	4046	0
15351	9	12	96	1
15352	5	16	114	17
15353	19	24	40	1
15354	0	4	666	0
15355	0	33	262	12
15356	186	555	6992	113
15357	12	4	172	3
15358	1	0	80	0
15359	201	234	2012	25
15360	158	120	1907	0
15361	25	26	2898	0
15362	18	3	52	3
15363	0	9	136	0
15364	0	2	54	0
15365	0	1	10	0
15366	1	0	15	0
15367	0	4	56	0
15368	0	0	55	0
15369	0	7	14	0
15370	0	0	5	0
15371	18	19	202	13
15372	3	1	69	0
15373	0	1	654	0
15374	37	232	3320	3
15375	338	114	5235	32
15376	8	55	618	0
15377	15	2	61	5
15378	25	12	543	1
15379	21	123	1441	23
15380	1	2	96	0
15381	13	22	697	9
15382	86	85	1160	0
15383	25	58	84	23
15384	6	9	53	6
15385	2	1	77	0
15386	6	16	157	2
15387	5	1	135	0
15388	1	0	4	0
15389	49	48	645	31
15390	8	4	170	2
15391	3	2	50	0
15392	20	20	60	0
15393	2	19	43	1
15394	30	54	364	23
15395	2	1	23	0
15396	3	11	214	0
15397	1	0	49	0
15398	2	3	58	0
15399	2	3	113	3
15400	0	1	101	0
15401	0	5	89	2
15402	0	3	67	2
15403	7	11	264	43
15404	18	4	28	3
15405	3	17	766	0
15406	23	55	4982	65
15407	1	1	6	2
15408	7	9	41	0
15409	7	12	1001	3
15410	1	2	460	0
15411	2	13	226	2
15412	2	2	1105	5
15413	11	10	230	0
15414	2	4	45	0
15415	2	23	70	2
15416	0	4	245	6
15417	5	7	110	1
15418	0	2	17	0
15419	0	4	79	0
15420	0	0	10	0
15421	29	9	84	0
15422	5	14	62	4
15423	14	16	373	1
15424	1	2	293	0
15425	60	60	85	19
15426	0	17	54	3
15427	7	5	1366	0
15428	4	12	16	2
15429	0	0	13	0
15430	7	1	30	0
15431	13	13	66	24
15432	3	1	63	0
15433	6	21	68	16
15434	55	54	482	79
15435	153	67	758	141
15436	6	7	43	1
15437	0	0	62	0
15438	3	8	107	1
15439	2	4	56	0
15440	97	7	132	0
15441	1	3	23	0
15442	9	5	68	5
15443	3	17	22	0
15444	0	26	439	0
15445	2	4	191	21
15446	2	3	34	0
15447	21	0	96	23
15448	1	2	36	0
15449	0	5	520	3
15450	17	27	119	10
15451	3	6	57	0
15452	1	5	63	0
15453	1	7	72	19
15454	3	1	6	0
15455	3	4	9	0
15456	31	345	2818	39
15457	0	0	95	1
15458	0	0	450	100
15459	7	8	77	0
15460	33	37	283	7
15461	5	8	131	4
15462	24	42	425	2
15463	3	3	14	1
15464	0	2	61	0
15465	0	3	142	0
15466	8	4	59	1
15467	36	17	166	2
15468	4	1	36	2
15469	35	6	156	28
15470	3	8	43	4
15471	5	7	133	6
15472	0	22	72	1
15473	0	5	39	0
15474	11	32	821	0
15475	2	1	159	1
15476	6	5	84	1
15477	6	3	18	4
15478	19	3	48	0
15479	20	105	2950	26
15480	0	3	70	0
15481	25	71	197	14
15482	498	27	3794	113
15483	0	1	32	0
15484	2	1	142	1
15485	1	0	211	0
15486	17	35	1403	2
15487	1	0	59	0
15488	3	19	58	2
15489	8	10	100	2
15490	4	0	1288	0
15491	1	6	156	0
15492	29	35	327	9
15493	1	2	27	0
15494	37	6	57	0
15495	1	0	1482	0
15496	81	941	8307	44
15497	0	2	24	0
15498	2	1	36	1
15499	124	126	734	92
15500	0	19	1845	0
15501	2	0	11	1
15502	3	1	20	1
15503	4	0	100	38
15504	3	12	10	4
15505	4	5	48	0
15506	24	11	37	8
15507	2	5	465	0
15508	12	9	155	1
15509	4	4	93	1
15510	2	0	39	0
15511	4	1	61	0
15512	29	23	249	31
15513	4	1	88	1
15514	0	6	67	1
15515	0	4	298	0
15516	4	0	14	0
15517	214	331	702	1
15518	0	2	45	7
15519	27	21	356	1
15520	0	3	58	0
15521	0	0	281	0
15522	0	6	31	0
15523	5	0	67	11
15524	7	17	37	3
15525	17	3	249	43
15526	6	3	47	1
15527	2	4	39	1
15528	9	2	45	5
15529	2	0	127	0
15530	76	71	3445	57
15531	1	0	58	0
15532	2	5	25	0
15533	9	48	396	72
15534	2	3	861	2
15535	87	88	400	8
15536	13	11	83	6
15537	165	499	4070	23
15538	0	9	175	0
15539	8	57	2713	7
15540	4	10	816	1
15541	10	3	40	7
15542	16	8	268	0
15543	2	1	46	3
15544	2983	842	3794	465
15545	1	1	37	0
15546	0	0	623	0
15547	14	29	180	18
15548	0	0	340	0
15549	120	157	2067	17
15550	1	0	21	0
15551	12	22	73	3
15552	1	77	402	14
15553	3	5	46	1
15554	8	5	21	0
15555	1	0	6	1
15556	0	0	29	0
15557	6	22	799	0
15558	9	1	27	0
15559	15	20	236	7
15560	10	10	232	97
15561	1	2	566	0
15562	13	5	39	2
15563	3	17	58	2
15564	1	1	52	0
15565	0	0	44	12
15566	0	3	1105	0
15567	23	35	136	1
15568	7	2	67	3
15569	0	2	61	1
15570	0	3	113	1
15571	5	5	28	0
15572	49	201	187	2
15573	0	3	13	0
15574	1	5	22	2
15575	1	5	51	13
15576	1	0	188	1
15577	5	3	138	3
15578	4	2	101	11
15579	4	7	98	2
15580	2	1	19	0
15581	0	1	23	0
15582	7	21	229	9
15583	2	7	844	3
15584	4	11	36	0
15585	343	495	2224	12
15586	0	2	46	0
15587	68	159	1685	136
15588	1	6	90	6
15589	5	3	265	0
15590	2	5	52	3
15591	2	0	35	0
15592	3	8	141	0
15593	0	2	1642	3
15594	3	2	90	1
15595	0	0	1	0
15596	0	0	228	0
15597	5	0	67	0
15598	46	32	295	23
15599	1	10	35	0
15600	0	6	34	0
15601	0	4	52	0
15602	0	0	59	0
15603	7	37	1434	2
15604	1	2	400	0
15605	2	12	12	1
15606	14	11	55	14
15607	107	186	2723	0
15608	50	201	3741	0
15609	45	218	702	105
15610	16	13	148	14
15611	3	3	20	0
15612	11	3	32	0
15613	0	0	46	0
15614	2	10	97	3
15615	3	3	143	0
15616	3	9	11	0
15617	16	213	1116	43
15618	24	60	937	0
15619	50	232	2984	108
15620	395	211	1704	522
15621	5	11	42	0
15622	0	0	108	0
15623	0	10	463	3
15624	0	2	560	0
15625	10	10	27	1
15626	281	141	3188	12
15627	117	232	11331	118
15628	4	12	86	3
15629	2	5	40	2
15630	3	3	10	1
15631	3	1	123	0
15632	3	5	131	1
15633	48	233	3550	36
15634	7	3	25	2
15635	17	24	136	13
15636	15	18	135	12
15637	0	9	59	0
15638	471	158	1108	49
15639	1	0	53	0
15640	0	0	11	0
15641	1	2	59	0
15642	1	0	55	0
15643	6	15	128	9
15644	21	6	425	1
15645	0	79	79	0
15646	3	0	21	4
15647	0	0	25	0
15648	8	24	69	5
15649	0	7	65	0
15650	1	5	134	6
15651	81	88	1302	2
15652	24	47	708	22
15653	1	7	20	0
15654	0	8	20	0
15655	1	0	56	0
15656	10	18	66	20
15657	18	2	56	4
15658	4	10	108	0
15659	7	90	2123	7
15660	1	1	127	6
15661	1	0	25	0
15662	0	16	93	0
15663	3	4	37	0
15664	15	22	93	18
15665	0	145	38	1
15666	7	14	169	5
15667	16	12	96	7
15668	3	0	29	0
15669	88	149	699	28
15670	4	0	285	0
15671	1	12	69	7
15672	4	4	19	1
15673	2	7	45	1
15674	3	4	54	1
15675	10	29	237	20
15676	3	14	67	0
15677	13	10	89	1
15678	0	2	122	0
15679	0	116	1936	0
15680	18	23	1110	11
15681	208	467	3837	119
15682	41	25	513	4
15683	1	0	4	0
15684	3	1	30	0
15685	1	0	167	0
15686	2	6	48	0
15687	14	8	1744	0
15688	1157	1072	7342	0
15689	37	72	403	0
15690	0	4	13	1
15691	2	15	35	8
15692	136	76	956	191
15693	1	8	29	0
15694	1	5	41	0
15695	23	98	4854	11
15696	121	323	2239	3
15697	277	354	2335	56
15698	4	2	57	2
15699	12	18	132	15
15700	0	9	716	21
15701	43	41	2343	9
15702	2	12	405	20
15703	4	26	186	21
15704	27	44	333	56
15705	3	13	289	5
15706	3	24	74	6
15707	29	24	273	0
15708	13	4	76	9
15709	1	11	47	0
15710	7	6	123	1
15711	6	11	58	2
15712	8	9	95	2
15713	88	308	5587	948
15714	2	4	89	1
15715	1	1	103	0
15716	35	0	81	1
15717	2	2	382	105
15718	438	861	6522	379
15719	3	4	89	2
15720	1	3	66	0
15721	1	2	83	16
15722	2	5	19	6
15723	17	1	36	1
15724	3	5	69	1
15725	10	2	33	1
15726	1	4	159	0
15727	4	1	5	0
15728	14	4	46	0
15729	3	0	92	3
15730	40	8	152	0
15731	0	0	51	0
15732	19	12	310	1
15733	0	37	289	0
15734	2	6	133	2
15735	0	4	1042	0
15736	46	33	270	53
15737	6	6	12	1
15738	77	205	2439	27
15739	13	19	210	3
15740	0	4	637	1
15741	6	13	38	8
15742	4	0	94	1
15743	14	34	266	37
15744	114	64	998	55
15745	235	437	3002	21
15746	4	0	45	10
15747	0	2	24	0
15748	1	20	67	0
15749	12	0	32	3
15750	3	3	45	1
15751	9	10	75	9
15752	1	9	50	4
15753	10	6	22	1
15754	2	10	76	0
15755	3	1	6	2
15756	3	24	98	3
15757	10	2	219	0
15758	4	5	67	2
15759	1	5	36	0
15760	7	9	49	13
15761	18	55	763	18
15762	29	31	145	0
15763	0	3	46	0
15764	4	0	83	18
15765	2	5	66	19
15766	3	3	34	1
15767	2	2	28	0
15768	3	2	155	1
15769	9	46	261	19
15770	0	3	13	0
15771	54	7	673	1
15772	46	79	1993	13
15773	0	2	41	0
15774	16	14	85	0
15775	16	5	66	6
15776	0	13	3	0
15777	0	3	14	1
15778	0	0	23	0
15779	471	467	2808	263
15780	5	7	54	7
15781	3	4	31	1
15782	13	20	229	1
15783	1	108	816	28
15784	87	53	392	48
15785	10	2	107	7
15786	1	46	458	28
15787	4	8	114	2
15788	0	4	1772	3
15789	0	4	23	0
15790	24	13	744	0
15791	231	358	2223	136
15792	34	13	252	15
15793	13	9	22	0
15794	1	2	403	47
15795	1	0	145	0
15796	0	17	874	2
15797	3	7	72	20
15798	9	2	1260	0
15799	34	21	1490	17
15800	7	4	33	1
15801	12	4	152	2
15802	1	0	18	6
15803	7	31	1469	2
15804	1	0	41	0
15805	5	2	29	1
15806	18	14	228	8
15807	1	0	226	17
15808	165	184	2673	53
15809	102	215	1735	141
15810	274	774	6146	254
15811	23	29	812	1
15812	1	2	223	0
15813	0	1	75	0
15814	33	22	279	32
15815	90	97	1171	10
15816	2	7	22	1
15817	0	0	10	8
15818	204	308	4477	35
15819	4	6	208	0
15820	14	14	116	4
15821	0	13	112	0
15822	0	4	327	1
15823	5	5	37	4
15824	24	28	288	18
15825	14	7	43	1
15826	124	99	733	5
15827	8	3	63	0
15828	2	15	56	7
15829	0	4	81	0
15830	1	8	43	3
15831	4	2	25	0
15832	48	111	415	6
15833	2	9	25	4
15834	21	6	43	10
15835	0	0	221	1
15836	16	8	56	2
15837	12	3	80	19
15838	47	100	2918	46
15839	112	196	1315	132
15840	11	39	342	0
15841	0	0	574	0
15842	1	2	79	3
15843	805	1960	17574	1430
15844	53	54	2731	27
15845	4	2	23	0
15846	6	1	47	1
15847	4	1	24	0
15848	1	5	17	3
15849	9	21	185	14
15850	0	1	27	0
15851	2	3	24	0
15852	4	1	46	0
15853	0	2	49	0
15854	2	0	66	2
15855	598	439	2794	1
15856	2	0	148	11
15857	9	86	1259	22
15858	10	1	28	3
15859	1	0	13	0
15860	4	1	4	2
15861	2	10	50	3
15862	1	0	351	0
15863	5	2	33	7
15864	37	3	20	8
15865	0	13	150	0
15866	3	4	17	2
15867	4	7	87	2
15868	770	833	5414	21
15869	2	0	53	0
15870	4	5	84	1
15871	40	31	101	15
15872	5	1	418	0
15873	0	1	2	2
15874	40	26	449	1
15875	3	1	222	7
15876	28	16	55	0
15877	0	0	35	0
15878	390	394	2177	146
15879	13	11	86	0
15880	3	4	90	0
15881	1	282	5509	0
15882	2	2	129	0
15883	1	2	1250	5
15884	7	2	105	3
15885	1	2	92	6
15886	0	1	26	0
15887	14	12	76	0
15888	15	8	26	1
15889	0	2	33	7
15890	2	8	33	1
15891	3	14	51	0
15892	23	2	66	0
15893	0	0	23	0
15894	1079	2186	11072	0
15895	7	14	355	2
15896	296	189	1781	74
15897	1	2	20	0
15898	16	8	56	2
15899	40	88	654	0
15900	0	2	1419	0
15901	1063	986	5714	291
15902	2	1	43	0
15903	0	0	39	0
15904	1	1	36	0
15905	0	0	8	0
15906	2	9	60	20
15907	2	8	3806	3
15908	0	0	21	0
15909	2	23	39	0
15910	0	1	42	0
15911	0	0	57	0
15912	11	4	35	3
15913	0	0	192	0
15914	0	6	767	1
15915	4	6	11	1
15916	17	4	149	1
15917	0	16	497	3
15918	0	0	0	0
15919	1	3	68	0
15920	2	0	33	1
15921	14	36	206	17
15922	4	8	64	1
15923	543	409	3508	29
15924	7	19	94	12
15925	26	17	276	15
15926	121	42	636	0
15927	7	17	167	6
15928	3	20	86	5
15929	8	8	107	0
15930	2	13	44	1
15931	1	0	1164	0
15932	3	15	47	1
15933	7	1	25	0
15934	5	1	54	0
15935	81	66	3432	77
15936	5	0	1626	0
15937	0	0	1784	0
15938	3	13	26	1
15939	885	601	6779	808
15940	4	2	50	0
15941	915	858	9331	0
15942	0	0	415	100
15943	0	1	115	0
15944	11	24	91	7
15945	5	2	27	5
15946	34	163	527	74
15947	141	53	4432	34
15948	0	0	9	0
15949	5	5	102	2
15950	4	5	49	1
15951	185	132	843	108
15952	33	68	379	89
15953	210	209	7388	0
15954	0	6	28	1
15955	1	4	39	4
15956	0	71	688	7
15957	33	51	539	55
15958	0	5	1	1
15959	64	101	807	59
15960	17	23	101	9
15961	105	115	2531	37
15962	2	3	58	0
15963	9	0	43	0
15964	169	144	2493	13
15965	6	11	50	7
15966	0	0	408	100
15967	30	27	1129	7
15968	5	1	54	0
15969	2	6	54	0
15970	118	147	737	4
15971	521	675	6435	1172
15972	1	0	115	0
15973	52	32	143	0
15974	16	4	54	16
15975	47	23	183	39
15976	0	12	65	0
15977	4	14	210	1
15978	2	6	21	2
15979	8	1	178	0
15980	6	2	91	1
15981	51	18	122	19
15982	4	43	110	37
15983	85	177	1670	24
15984	0	4	55	2
15985	61	108	639	0
15986	0	0	663	0
15987	50	298	1871	0
15988	1	5	3401	0
15989	35	63	1570	11
15990	6	11	113	3
15991	0	2	287	0
15992	3	0	23	0
15993	2	1	21	0
15994	8	21	80	8
15995	4	0	2	0
15996	12	2	83	2
15997	12	22	91	11
15998	6	11	180	6
15999	7	0	309	15
16000	28	38	323	24
16001	6	6	68	1
16002	1	11	81	0
16003	2	4	194	4
16004	0	0	22	0
16005	0	7	20	0
16006	3	1	94	13
16007	6	17	63	3
16008	0	3	37	5
16009	0	0	668	0
16010	12	11	398	78
16011	11	23	499	2
16012	45	138	2287	0
16013	5	1	24	1
16014	38	6	1452	9
16015	1	5	79	16
16016	1	10	89	6
16017	217	69	743	257
16018	3	9	62	1
16019	38	23	263	1
16020	7	4	93	1
16021	2	32	69	10
16022	9	231	1531	0
16023	2	6	45	0
16024	22	20	132	2
16025	7	9	33	0
16026	26	17	276	15
16027	8	15	252	0
16028	81	66	2493	65
16029	76	84	620	99
16030	11	4	63	3
16031	5	5	97	0
16032	2	2	8	0
16033	1	4	992	0
16034	8	30	1511	0
16035	16	9	63	9
16036	3	0	15	1
16037	0	6	60	1
16038	65	88	977	104
16039	4	2	41	1
16040	5	21	87	2
16041	33	23	36	1
16042	2	3	46	9
16043	6	29	122	3
16044	465	1218	12970	1109
16045	1	6	30	2
16046	48	49	234	32
16047	0	2	25	0
16048	4	9	74	0
16049	5	12	102	3
16050	0	1	5	1
16051	0	6	78	0
16052	0	5	62	19
16053	1	16	2018	0
16054	0	4	37	11
16055	626	445	3028	43
16056	6	24	30	1
16057	0	1	107	0
16058	1	4	63	0
16059	65	53	1902	0
16060	5	16	90	1
16061	622	298	2818	0
16062	0	12	60	0
16063	25	24	853	8
16064	98	55	609	39
16065	223	350	731	1
16066	19	3	48	0
16067	0	0	166	0
16068	12	5	27	3
16069	9	0	47	3
16070	10	134	1216	1
16071	18	19	119	6
16072	1	0	46	0
16073	25	5	31	2
16074	20	29	100	14
16075	0	1	4016	3
16076	148	136	1033	93
16077	1	5	67	0
16078	0	0	760	0
16079	3	9	10	1
16080	694	435	6133	323
16081	0	1	68	0
16082	111	84	875	48
16083	12	5	96	3
16084	5	11	56	1
16085	49	23	106	1
16086	3	4	70	7
16087	7	20	439	8
16088	13	4	354	1
16089	9	11	71	3
16090	21	3	40	2
16091	0	3	66	1
16092	3	17	120	8
16093	0	3	86	7
16094	2	6	19	0
16095	3	2	22	0
16096	0	0	52	1
16097	8	24	109	3
16098	13	14	74	3
16099	37	15	332	1
16100	2	9	67	0
16101	16	2	114	0
16102	22	8	1446	3
16103	6	24	64	0
16104	4	0	79	1
16105	2	1	12	1
16106	0	0	42	0
16107	15	38	470	214
16108	4	5	29	3
16109	11	17	69	8
16110	3	3	452	0
16111	7	4	210	0
16112	9	2	71	1
16113	15	38	470	214
16114	34	17	880	0
16115	32	22	304	0
16116	9	12	57	2
16117	0	0	39	0
16118	239	287	3175	0
16119	0	3	33	0
16120	5	10	67	3
16121	3	0	18	0
16122	41	62	6073	157
16123	3	7	479	4
16124	6	6	86	19
16125	20	19	856	3
16126	44	14	422	1
16127	36	147	2029	6
16128	4	8	16	2
16129	23	26	204	9
16130	0	20	3551	0
16131	4	13	18	0
16132	9	27	142	4
16133	1	5	99	3
16134	6	19	495	7
16135	0	0	112	6
16136	3	5	10	3
16137	2	8	57	7
16138	2	5	59	1
16139	3	22	102	8
16140	6	6	97	2
16141	10	6	41	1
16142	6	19	63	3
16143	0	29	16	3
16144	10	11	91	4
16145	1	2	53	6
16146	108	384	3522	172
16147	2	0	919	10
16148	16	8	106	1
16149	1	3	108	1
16150	7	4	462	0
16151	738	822	3322	166
16152	8	0	37	4
16153	1	12	107	15
16154	7	8	474	0
16155	3	7	84	2
16156	0	5	20	1
16157	0	14	21	0
16158	1	10	47	1
16159	10	14	105	5
16160	1	12	44	7
16161	3	4	353	0
16162	0	0	399	1
16163	0	1	36	0
16164	714	367	4773	306
16165	3	22	19	0
16166	3	1	53	0
16167	2	10	32	0
16168	4	5	159	2
16169	640	265	3615	82
16170	173	232	4869	94
16171	6	31	136	7
16172	2	3	79	3
16173	0	0	63	3
16174	34	3	174	3
16175	9	3	152	1
16176	9	67	1958	0
16177	2	15	24	0
16178	8	9	59	0
16179	2	7	29	1
16180	3	6	89	0
16181	79	33	2086	26
16182	17	14	990	396
16183	2	1	44	1
16184	3	2	63	0
16185	5	21	44	3
16186	1	59	154	0
16187	19	1	60	1
16188	2	0	33	0
16189	21	9	165	13
16190	19	1	116	3
16191	5	3	65	1
16192	2	5	26	0
16193	3	5	68	5
16194	1	26	106	1
16195	7	8	48	5
16196	25	58	212	0
16197	9	6	37	0
16198	65	11	1327	20
16199	33	15	96	0
16200	19	88	809	38
16201	9	6	62	1
16202	6	0	614	5
16203	1	0	71	0
16204	7	4	31	1
16205	115	14	724	0
16206	58	171	3246	2
16207	25	30	227	24
16208	11	5	36	2
16209	399	232	3323	0
16210	3	12	242	9
16211	0	0	32	0
16212	8	7	42	2
16213	3	12	471	0
16214	25	33	129	7
16215	7	16	48	2
16216	42	27	272	34
16217	6	16	114	15
16218	17	13	813	5
16219	2	3	26	1
16220	1	17	1725	0
16221	0	1	120	0
16222	596	1030	7800	579
16223	284	152	1124	250
16224	8	12	52	4
16225	0	0	169	0
16226	30	7	257	1
16227	146	191	1764	75
16228	2	1	152	11
16229	13	19	18	1
16230	8	2	74	4
16231	1	2	64	0
16232	0	3	25	2
16233	25	1	45	1
16234	14	9	331	0
16235	0	3	286	10
16236	1	2	1505	0
16237	58	152	2360	56
16238	205	95	2407	20
16239	2	17	36	3
16240	74	24	255	26
16241	2	22	642	0
16242	0	0	29	0
16243	5	9	120	2
16244	4	31	751	0
16245	2	11	74	0
16246	9	10	994	0
16247	3	4	46	0
16248	1	2	30	0
16249	0	0	5	0
16250	47	293	3919	5
16251	4	7	396	0
16252	1	1	44	0
16253	3	0	88	1
16254	9	8	21	2
16255	755	524	5816	1054
16256	2	14	34	1
16257	7	92	2162	1
16258	18	89	77	0
16259	0	1	55	0
16260	8	7	76	1
16261	0	3	49	0
16262	6	20	154	17
16263	899	789	4448	5
16264	18	3	815	1
16265	0	1	101	0
16266	15	0	26	1
16267	8	10	90	0
16268	5	3	75	0
16269	3	10	84	0
16270	4	17	58	4
16271	0	1	718	0
16272	0	2	41	0
16273	0	0	38	0
16274	0	5	24	2
16275	6	2	142	0
16276	467	293	2597	241
16277	15	3	184	12
16278	389	568	3984	0
16279	20	5	168	8
16280	0	1	23	0
16281	2	0	24	0
16282	1	2	117	1
16283	14	5	54	0
16284	5	3	98	2
16285	0	2	47	0
16286	9	10	51	0
16287	3	0	90	1
16288	0	11	433	0
16289	1	5	66	19
16290	2	22	143	2
